Match Index,0-60 mph,EPA mileage (combined),Torque,Price,Arbitrary Score,Make,Model,Year,Ranking,Engine Type
887,0.204545455,0.033898305,0.497455471,0.485376794,-1.751447699,Aston Martin,Vanquish,2016,1196,Gas
250,0.264106583,0.016949153,0.581424936,0.466473092,-1.761833141,Bentley,Continental GT,2018,1197,Gas
910,0.333855799,0.008474576,0.937659033,0.540855683,-1.868051568,Bentley,Mulsanne,2016,1198,Gas
209,0.170846395,0.104195007,0.497455471,0.588966249,-1.887517295,Aston Martin,Vanquish,2018,1199,Gas
210,0.190438871,0.104195007,0.497455471,0.595314663,-1.952095902,Aston Martin,Vanquish S,2018,1200,Gas
1166,0.292319749,0.025423729,0.63740458,0.530275688,-1.992066482,Rolls-Royce,Ghost,2016,1201,Gas
575,0.170846395,0.104195007,0.497455471,0.626432296,-2.037381481,Aston Martin,Vanquish,2017,1202,Gas
1165,0.297021944,0.016949153,0.63740458,0.5398441,-2.065168248,Rolls-Royce,Dawn,2016,1203,Gas
672,0.166144201,0.008474576,0.559796438,0.597187965,-2.135820095,Ferrari,GTC4Lusso,2017,1204,Gas
671,0.104231975,0.008474576,0.55216285,0.64109609,-2.195261731,Ferrari,F12 Berlinetta,2017,1205,Gas
252,0.346394984,0.016949153,0.86259542,0.609197914,-2.216138749,Bentley,Mulsanne,2018,1206,Gas
838,0.254702194,0.025423729,0.675572519,0.632156275,-2.286185783,Rolls-Royce,Wraith,2017,1207,Gas
519,0.254702194,0.016949153,0.675572519,0.642147221,-2.351573295,Rolls-Royce,Wraith,2018,1208,Gas
427,0,0.104195007,0.550890585,0.844359799,-2.513963589,Lamborghini,Aventador,2018,1209,Gas
1069,0.036050157,0,0.55216285,0.751602194,-2.526346239,Lamborghini,Aventador,2016,1210,Gas
837,0.297805643,0.016949153,0.675572519,0.682267112,-2.598259757,Rolls-Royce,Ghost,2017,1211,Gas
836,0.297021944,0.016949153,0.675572519,0.685077066,-2.607932173,Rolls-Royce,Dawn,2017,1212,Gas
517,0.297805643,0.016949153,0.675572519,0.695015975,-2.649255209,Rolls-Royce,Ghost,2018,1213,Gas
516,0.297021944,0.016949153,0.675572519,0.695848554,-2.651018126,Rolls-Royce,Dawn,2018,1214,Gas
760,0.155956113,0.104195007,0.550890585,0.806581535,-2.674762761,Lamborghini,Aventador,2017,1215,Gas
1167,0.369905956,0.016949153,0.581424936,0.732929533,-3.039257649,Rolls-Royce,Phantom,2016,1216,Gas
518,0.15830721,0.016949153,0.750636132,1,-3.51513083,Rolls-Royce,Phantom,2018,1217,Gas
