Index,Price,Make,Model,Year,Passenger Doors,Passenger Capacity,Transmission,Drive type,0-60 mph,EPA mileage (combined),Horsepower,Horsepower RPM,Torque,Torque RPM,Cylinders,Base engine size,Engine type,Transmission,First Gear Ratio,Second Gear Ratio,Third Gear Ratio,Fourth Gear Ratio,Fifth Gear Ratio,Sixth Gear Ratio,Seventh Gear Ratio,Eighth Gear Ratio,Final Drive Axle Ratio,Reverse Ratio,Front Suspension Type,Rear Suspension Type,Front Brakes,Rear Brakes,Front Brake Rotor Diameter,Rear Brake Rotor Diameter,Rear Drum Brake Dimensions,Brake Type,ABS Brakes Type,Front Tire Size,Rear Tire Size,Front Wheel Diameter,Rear Wheel Diameter,Front Wheel Width,Rear Wheel Width,Rear Tire Size,Spare Tire Size,Front Wheel Material,Rear Wheel Material,Spare Wheel Material,TPMS,Curb weight,Fuel tank capacity,Dead Weight Hitch - Max Tongue Weight,Dead Weight Hitch - Max Trailer Weight,Max Trailering Capacity,Weight Distributing Hitch - Max Tongue Weight,Weight Distributing Hitch - Max Trailer Weight,Length,Width,Height,Wheelbase,Front track,Rear track,Ground clearance,Turning circle,Front head room,Front leg room,Front shoulder room,Front hip room,Rear head room,Rear leg room,Rear shoulder room,Rear hip room,3rd Row Head Room,3rd Row Leg Room,3rd Row Shoulder Room,3rd Row Hip Room
21,65100,Audi,S5 Cabriolet,2019,2,4,Transmission: 8-Speed Tiptronic Automatic -inc: shift paddles,All Wheel Drive,5.51 sec,25 mpg,354 hp,5400,369 ft-lbs.,1370,6,3.00 L,"					Gas",Transmission: 8-Speed Tiptronic Automatic -inc: shift paddles,4.71,3.14,2.11,1.67,1.28,1,0.84,0.67,2.85,3.32,Multi-Link,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",13.80 in.,13.00 in.,NA in.,"					ABS Brakes",4-Wheel,P245/40YR18,P245/40YR18,18.00 in.,18.00 in.,8.50 in.,8.50 in.,P245/40YR18,Compact,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor","4,211 lbs.",15.30 gal.,,,,,,184.70 in.,72.7,54.40 in.,108.90 in.,62.50 in.,61.70 in.,,37.70 ft.,40.00 in.,41.30 in.,55.30 in.,,36.30 in.,33.30 in.,46.90 in.,,,,,
22,52400,Audi,S5 Coupe,2019,2,4,Transmission: 8-Speed Tiptronic Automatic,All Wheel Drive,5.14 sec,24 mpg,354 hp,5400,369 ft-lbs.,1370,6,3.00 L,"					Gas",Transmission: 8-Speed Tiptronic Automatic,4.71,3.14,2.11,1.67,1.28,1,0.84,0.67,2.85,3.32,Multi-Link,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",13.80 in.,13.00 in.,NA in.,"					ABS Brakes",4-Wheel,P245/40YR18,P245/40YR18,18.00 in.,18.00 in.,8.50 in.,8.50 in.,P245/40YR18,Compact,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor","3,836 lbs.",15.30 gal.,,,,,,184.70 in.,72.7,53.90 in.,108.80 in.,62.50 in.,61.70 in.,,37.70 ft.,39.00 in.,41.30 in.,55.30 in.,,,32.70 in.,50.70 in.,,,,,
23,52400,Audi,S5 Sportback,2019,4,5,Transmission: 8-Speed Tiptronic Automatic,All Wheel Drive,5.23 sec,21 mpg,354 hp,5400,369 ft-lbs.,1370,6,3.00 L,"					Gas",Transmission: 8-Speed Tiptronic Automatic,4.71,3.14,2.11,1.67,1.28,1,0.84,0.67,2.85,3.32,Multi-Link,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",13.80 in.,13.00 in.,NA in.,"					ABS Brakes",4-Wheel,P245/40YR18,P245/40YR18,18.00 in.,18.00 in.,8.50 in.,8.50 in.,P245/40YR18,Compact,Aluminum,Aluminum,Steel,,"3,924 lbs.",15.30 gal.,,,,,,187.10 in.,72.6,54.50 in.,111.20 in.,62.50 in.,61.70 in.,,38.40 ft.,39.40 in.,41.30 in.,55.70 in.,,,35.10 in.,54.50 in.,,,,,
24,52400,Audi,SQ5,2019,4,5,Transmission: 8-Speed Tiptronic Automatic,All Wheel Drive,5.69 sec,21 mpg,354 hp,5400,369 ft-lbs.,1370,6,3.00 L,"					Gas",Transmission: 8-Speed Tiptronic Automatic,4.71,3.14,2.11,1.67,1.28,1,0.84,0.67,3.2,3.32,Multi-Link,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",13.80 in.,13.00 in.,NA in.,"					ABS Brakes",4-Wheel,P255/45WR20,P255/45WR20,20.00 in.,20.00 in.,8.00 in.,8.00 in.,P255/45WR20,Compact,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor","4,398 lbs.",18.50 gal.,,,,,,183.90 in.,74.5,65.30 in.,111.20 in.,63.90 in.,63.60 in.,,38.40 ft.,41.70 in.,41.00 in.,57.70 in.,,39.30 in.,37.80 in.,56.50 in.,,,,,
25,41100,BMW,2-Series,2019,2,4,Transmission: 8-Speed Sport Automatic,Rear Wheel Drive,6.79 sec,27 mpg,248 hp,5200,258 ft-lbs.,1450,4,2.00 L,"					Gas",Transmission: 8-Speed Sport Automatic,5,3.2,2.14,1.72,1.31,1,0.82,0.64,2.81,3.46,Strut,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",12.30 in.,11.40 in.,NA in.,"					ABS Brakes",4-Wheel,P205/50HR17,P205/50HR17,17.00 in.,17.00 in.,7.50 in.,7.50 in.,P205/50HR17,NA,Aluminum,Aluminum,NA,"					Tire Pressure Monitor","3,680 lbs.",13.70 gal.,,,,,,174.70 in.,69.8,55.60 in.,105.90 in.,59.90 in.,61.30 in.,,35.80 ft.,40.50 in.,41.50 in.,54.40 in.,,37.00 in.,31.80 in.,42.20 in.,,,,,
26,45400,BMW,3-Series,2019,4,5,,All Wheel Drive,,27 mpg,248 hp,5200,258 ft-lbs.,1450,4,2.00 L,"					Gas",,4.71,3.14,2.11,1.67,1.28,1,0.84,0.67,3.08,3.29,Strut,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",12.30 in.,11.80 in.,NA in.,"					ABS Brakes",4-Wheel,P225/45VR18,P225/45VR18,18.00 in.,18.00 in.,8.00 in.,8.00 in.,P225/45VR18,NA,Aluminum,Aluminum,NA,"					Tire Pressure Monitor","3,915 lbs.",15.80 gal.,,,,,,190.00 in.,72,59.40 in.,115.00 in.,60.70 in.,62.40 in.,,38.70 ft.,41.30 in.,42.00 in.,55.20 in.,,38.30 in.,39.20 in.,54.10 in.,,,,,
27,52950,BMW,4-Series,2019,2,4,Transmission: 8-Speed Sport Automatic,Rear Wheel Drive,7.22 sec,27 mpg,248 hp,5200,258 ft-lbs.,1450,4,2.00 L,"					Gas",Transmission: 8-Speed Sport Automatic,4.71,3.14,2.11,1.67,1.28,1,0.84,0.67,3.15,3.29,Strut,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",13.00 in.,11.80 in.,NA in.,"					ABS Brakes",4-Wheel,P225/45VR18,P225/45VR18,18.00 in.,18.00 in.,8.00 in.,8.00 in.,P225/45VR18,NA,Aluminum,Aluminum,NA,"					Tire Pressure Monitor","3,995 lbs.",15.80 gal.,,,,,,182.60 in.,71.9,54.50 in.,110.60 in.,60.80 in.,62.80 in.,,37.10 ft.,40.40 in.,42.20 in.,55.30 in.,,37.10 in.,33.10 in.,49.80 in.,,,,,
28,53400,BMW,5-Series,2019,4,5,,Rear Wheel Drive,,24 mpg,248 hp,4000,310 ft-lbs.,,4,2.00 L,"					Gas",,4.71,3.14,2.11,1.67,1.28,1,0.84,0.67,3.23,3.29,Double Wishbone,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",,,,"					ABS Brakes",4-Wheel,P245/45HR18,P245/45HR18,18.00 in.,18.00 in.,8.00 in.,8.00 in.,P245/45HR18,NA,Aluminum,Aluminum,NA,"					Tire Pressure Monitor","4,266 lbs.",12.10 gal.,,,,,,194.60 in.,73.5,58.40 in.,117.10 in.,63.10 in.,64.20 in.,,39.50 ft.,38.80 in.,41.40 in.,58.70 in.,,37.50 in.,36.50 in.,55.90 in.,,,,,
29,81500,BMW,6-Series,2019,4,5,Transmission: 8-Speed Sport Automatic,Rear Wheel Drive,6.23 sec,23 mpg,315 hp,5800,330 ft-lbs.,1300,6,3.00 L,"					Gas",Transmission: 8-Speed Sport Automatic,4.71,3.14,2.11,1.67,1.28,1,0.84,0.67,3.23,3.29,Double Wishbone,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",13.70 in.,13.60 in.,NA in.,"					ABS Brakes",4-Wheel,P245/45VR18,P245/45VR18,18.00 in.,18.00 in.,8.00 in.,8.00 in.,P245/45VR18,NA,Aluminum,Aluminum,NA,"					Tire Pressure Monitor","4,165 lbs.",18.50 gal.,,,,,,197.20 in.,74.6,54.80 in.,116.90 in.,63.00 in.,65.60 in.,5.00 in.,39.20 ft.,40.60 in.,42.10 in.,56.70 in.,,37.00 in.,35.30 in.,54.60 in.,,,,,
30,91250,BMW,7-Series,2019,4,5,,All Wheel Drive,,20 mpg,322 hp,5000,369 ft-lbs.,,4,2.00 L,"					Gas",,4.71,3.14,2.11,1.67,1.28,1,0.84,0.67,3.23,3.32,Double Wishbone,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",14.70 in.,14.50 in.,NA in.,"					ABS Brakes",4-Wheel,P245/50VR18,P245/50VR18,18.00 in.,18.00 in.,8.00 in.,8.00 in.,P245/50VR18,NA,Aluminum,Aluminum,NA,"					Tire Pressure Monitor","4,740 lbs.",12.10 gal.,,,,,,206.60 in.,74.9,58.20 in.,126.40 in.,63.40 in.,64.60 in.,,42.40 ft.,39.90 in.,41.40 in.,59.20 in.,,38.90 in.,44.40 in.,57.70 in.,,,,,
31,111900,BMW,8-Series,2019,2,4,Transmission: 8-Speed Sport Automatic,All Wheel Drive,4.31 sec,20 mpg,523 hp,5500,553 ft-lbs.,1800,8,4.40 L,"					Gas",Transmission: 8-Speed Sport Automatic,5.5,3.52,2.2,1.72,1.32,1,0.82,0.64,3.4,3.71,Double Wishbone,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",,,,"					ABS Brakes",4-Wheel,P245/35YR20,P275/30YR20,20.00 in.,20.00 in.,8.00 in.,9.00 in.,P275/30YR20,NA,Aluminum,Aluminum,NA,"					Tire Pressure Monitor","4,478 lbs.",18.00 gal.,,,,,,191.20 in.,74.9,53.00 in.,111.10 in.,64.10 in.,64.60 in.,5.00 in.,39.00 ft.,38.90 in.,42.10 in.,57.20 in.,,33.60 in.,29.50 in.,46.90 in.,,,,,
32,147500,BMW,i8,2019,2,4,Transmission: 6-Speed Automatic,All Wheel Drive,4.60 sec,27 mpg,369 hp,5800,420 ft-lbs.,,3,1.50 L,"					Gas",Transmission: 6-Speed Automatic,4.46,2.51,1.56,1.14,0.85,0.67,,,3.68,3.19,Double Wishbone,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",13.40 in.,13.00 in.,NA in.,"					ABS Brakes",4-Wheel,P215/45YR20,P245/40YR20,20.00 in.,20.00 in.,7.50 in.,8.50 in.,P245/40YR20,NA,Forged Aluminum,Forged Aluminum,NA,"					Tire Pressure Monitor","3,455 lbs.",11.10 gal.,,,,,,184.60 in.,76.5,50.90 in.,110.20 in.,64.70 in.,67.80 in.,,40.40 ft.,38.70 in.,43.10 in.,56.70 in.,,32.40 in.,28.20 in.,49.60 in.,,,,,
33,58900,BMW,M2,2019,2,4,Transmission: 6-Speed Manual,Rear Wheel Drive,,20 mpg,405 hp,5230,406 ft-lbs.,2350,6,3.00 L,"					Gas",Transmission: 6-Speed Manual,4.11,2.32,1.54,1.18,1,0.85,,,3.46,3.73,Strut,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",15.70 in.,15.00 in.,NA in.,"					ABS Brakes",4-Wheel,P245/35YR19,P265/35YR19,19.00 in.,19.00 in.,9.00 in.,10.00 in.,P265/35YR19,NA,Forged Aluminum,Forged Aluminum,NA,"					Tire Pressure Monitor",,13.70 gal.,,,,,,176.20 in.,73,55.50 in.,106.00 in.,62.20 in.,63.00 in.,,38.40 ft.,40.10 in.,41.50 in.,54.40 in.,,36.50 in.,33.00 in.,53.40 in.,,,,,
34,77650,BMW,M4,2019,2,4,Transmission: 6-Speed Manual,Rear Wheel Drive,4.54 sec,20 mpg,425 hp,5500,406 ft-lbs.,1850,6,3.00 L,"					Gas",Transmission: 6-Speed Manual,4.11,2.32,1.54,1.18,1,0.85,,,3.46,3.73,Strut,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",15.00 in.,14.60 in.,NA in.,"					ABS Brakes",4-Wheel,P255/40YR18,P275/40YR18,18.00 in.,18.00 in.,9.00 in.,10.00 in.,P275/40YR18,NA,Forged Aluminum,Forged Aluminum,NA,"					Tire Pressure Monitor","4,055 lbs.",15.90 gal.,,,,,,184.50 in.,73.6,54.60 in.,110.70 in.,62.20 in.,63.10 in.,,40.00 ft.,40.40 in.,42.20 in.,55.30 in.,,37.10 in.,33.10 in.,49.80 in.,,,,,
35,102700,BMW,M5,2019,4,5,,All Wheel Drive,,17 mpg,600 hp,5700,553 ft-lbs.,1800,8,4.40 L,"					Gas",,5,3.2,2.14,1.72,1.31,1,0.82,0.64,3.15,4.17,Double Wishbone,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",15.60 in.,15.00 in.,NA in.,"					ABS Brakes",4-Wheel,P275/40YR19,P285/40YR19,19.00 in.,19.00 in.,9.50 in.,10.50 in.,P285/40YR19,NA,Aluminum,Aluminum,NA,"					Tire Pressure Monitor","4,370 lbs.",20.10 gal.,,,,,,195.50 in.,74.9,58.00 in.,117.40 in.,64.00 in.,62.80 in.,,41.30 ft.,38.80 in.,41.40 in.,58.70 in.,,37.50 in.,36.50 in.,55.90 in.,,,,,
36,119900,BMW,M6,2019,4,5,Transmission: 7-Speed M Double-Clutch w/Drivelogic,Rear Wheel Drive,4.21 sec,16 mpg,560 hp,6000,500 ft-lbs.,1500,8,4.40 L,"					Gas",Transmission: 7-Speed M Double-Clutch w/Drivelogic,4.81,2.59,1.7,1.28,1,0.84,0.67,,3.15,4.17,Double Wishbone,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",15.70 in.,15.60 in.,NA in.,"					ABS Brakes",4-Wheel,P265/35YR20,P295/30YR20,20.00 in.,20.00 in.,9.50 in.,10.50 in.,P295/30YR20,NA,Aluminum,Aluminum,NA,"					Tire Pressure Monitor","4,395 lbs.",21.10 gal.,,,,,,197.50 in.,74.8,54.90 in.,116.70 in.,64.20 in.,63.50 in.,4.30 in.,41.00 ft.,40.60 in.,42.10 in.,56.70 in.,,37.00 in.,35.30 in.,54.60 in.,,,,,
37,54650,BMW,X3,2019,4,5,,All Wheel Drive,,26 mpg,355 hp,5500,369 ft-lbs.,1520,6,3.00 L,"					Gas",,5,3.2,2.14,1.72,1.31,1,0.82,0.64,3.38,3.46,Strut,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",13.70 in.,13.50 in.,NA in.,"					ABS Brakes",4-Wheel,P245/50WR19,P245/50WR19,19.00 in.,19.00 in.,7.50 in.,7.50 in.,P245/50WR19,NA,Aluminum,Aluminum,NA,"					Tire Pressure Monitor","4,277 lbs.",17.20 gal.,,,,,,186.10 in.,74.7,66.00 in.,112.80 in.,63.00 in.,63.60 in.,,39.70 ft.,40.00 in.,40.30 in.,57.60 in.,,38.50 in.,36.40 in.,56.00 in.,,,,,
38,50450,BMW,X4,2019,4,5,Transmission: 8-Speed Sport Automatic,All Wheel Drive,7.11 sec,25 mpg,248 hp,5200,258 ft-lbs.,1450,4,2.00 L,"					Gas",Transmission: 8-Speed Sport Automatic,5,3.2,2.14,1.72,1.31,1,0.82,0.64,3.38,3.46,Strut,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",13.00 in.,13.00 in.,NA in.,"					ABS Brakes",4-Wheel,P245/50HR19,P245/50HR19,19.00 in.,19.00 in.,7.50 in.,7.50 in.,P245/50HR19,NA,Aluminum,Aluminum,NA,"					Tire Pressure Monitor","4,146 lbs.",17.20 gal.,,,,,,187.50 in.,75.5,63.80 in.,112.70 in.,63.10 in.,64.80 in.,8.00 in.,40.00 ft.,39.50 in.,40.70 in.,57.50 in.,,37.20 in.,35.50 in.,56.00 in.,,,,,
39,60700,BMW,X5,2019,4,5,,All Wheel Drive,,22 mpg,335 hp,5500,330 ft-lbs.,1500,6,3.00 L,"					Gas",,5.25,3.36,2.17,1.72,1.32,1,0.82,0.64,3.39,3.71,Double Wishbone,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",,,,"					ABS Brakes",4-Wheel,P265/50HR19,P265/50HR19,19.00 in.,19.00 in.,9.00 in.,9.00 in.,P265/50HR19,NA,Aluminum,Aluminum,NA,"					Tire Pressure Monitor","4,813 lbs.",21.90 gal.,660 lbs,"6,600 lbs","6,600 lbs",660 lbs,"6,600 lbs",194.30 in.,78.9,69.00 in.,117.10 in.,66.10 in.,66.90 in.,,41.40 ft.,40.80 in.,39.80 in.,60.00 in.,,38.70 in.,37.40 in.,58.10 in.,,,,,
40,63550,BMW,X6,2019,4,5,,Rear Wheel Drive,,20 mpg,300 hp,5800,300 ft-lbs.,1200,6,3.00 L,"					Gas",,4.71,3.14,2.11,1.67,1.28,1,0.84,0.67,3.15,3.29,Double Wishbone,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",13.70 in.,12.60 in.,NA in.,"					ABS Brakes",4-Wheel,P255/50HR19,P255/50HR19,19.00 in.,19.00 in.,9.00 in.,9.00 in.,P255/50HR19,NA,Aluminum,Aluminum,NA,"					Tire Pressure Monitor","4,585 lbs.",22.40 gal.,600 lbs,"6,000 lbs","6,000 lbs",600 lbs,"6,000 lbs",193.80 in.,78.3,67.00 in.,115.50 in.,64.70 in.,67.20 in.,,42.00 ft.,39.30 in.,40.30 in.,60.50 in.,,37.20 in.,35.60 in.,57.90 in.,,,,,
41,36070,Buick,Cascada,2019,2,4,"Transmission, 6-speed automatic, electronically controlled with overdrive",Front Wheel Drive,9.15 sec,24 mpg,200 hp,5500,207 ft-lbs.,,4,1.60 L,"					Gas","Transmission, 6-speed automatic, electronically controlled with overdrive",4.58,2.96,1.91,1.45,1,0.75,,,3.53,2.94,HiPer Strut,Compound Crank,"					Front Disc Brakes","					Rear Disc Brakes",,,#NAME?,"					ABS Brakes",4-Wheel,P245/40R20,P245/40R20,,,,,P245/40R20,RUA,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor","3,979 lbs.",14.30 gal.,,,,,,184.90 in.,72.4,56.80 in.,106.10 in.,62.50 in.,62.50 in.,,38.70 ft.,37.80 in.,42.20 in.,54.60 in.,,36.10 in.,32.80 in.,45.80 in.,,,,,
42,55800,Buick,Enclave,2019,4,7,"Transmission, 9-speed automatic",All Wheel Drive,6.59 sec,20 mpg,310 hp,6800,266 ft-lbs.,2800,6,3.60 L,"					Gas","Transmission, 9-speed automatic",4.69,3.3,3.01,2.44,1.92,1.44,1,0.75,3.49,2.96,MacPherson Strut,5-Link,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",4-Wheel,P255/55R20,P255/55R20,,,,,P255/55R20,Compact,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor","4,685 lbs.",22.00 gal.,450 lbs,"1,500 lbs",,450 lbs,"4,500 lbs",204.30 in.,78.8,69.90 in.,120.90 in.,67.30 in.,67.00 in.,7.70 in.,39.00 ft.,41.20 in.,41.20 in.,62.40 in.,59.10 in.,,38.90 in.,61.70 in.,57.70 in.,37.60 in.,33.50 in.,57.30 in.,48.50 in.
43,30800,Buick,Encore,2019,4,5,"Transmission, 6-speed automatic, electronically-controlled with overdrive includes Driver Shift Control",All Wheel Drive,9.43 sec,27 mpg,138 hp,4900,148 ft-lbs.,1850,4,,"					Gas","Transmission, 6-speed automatic, electronically-controlled with overdrive includes Driver Shift Control",4.58,2.96,1.91,1.45,1,0.75,,,3.53,2.94,Independent MacPherson Strut,Torsion Beam,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",4-Wheel,P215/55R18,P215/55R18,,,,,P215/55R18,Compact,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor","3,358 lbs.",14.00 gal.,,,,,,168.41 in.,69.85,65.26 in.,100.60 in.,60.62 in.,60.62 in.,6.22 in.,36.70 ft.,39.58 in.,40.82 in.,54.18 in.,51.65 in.,38.78 in.,35.75 in.,52.55 in.,50.08 in.,,,,
44,37550,Buick,Envision,2019,4,5,"Transmission, 6-speed automatic, electronically-controlled with Driver Shift Control",All Wheel Drive,8.12 sec,24 mpg,197 hp,6300,192 ft-lbs.,4400,4,2.50 L,"					Gas","Transmission, 6-speed automatic, electronically-controlled with Driver Shift Control",,,,,,,,,3.5,,MacPherson Strut,- TBD -,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",4-Wheel,P225/60R18,P225/60R18,,,,,P225/60R18,Compact,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor","3,929 lbs.",17.30 gal.,,,,,,183.70 in.,72.4,66.80 in.,108.30 in.,62.00 in.,62.00 in.,,36.40 ft.,40.00 in.,40.90 in.,57.00 in.,54.40 in.,38.50 in.,37.50 in.,55.80 in.,53.10 in.,,,,
45,47070,Buick,Lacrosse,2019,4,5,"Transmission, 9-speed automatic",All Wheel Drive,5.68 sec,29 mpg,310 hp,6800,268 ft-lbs.,5200,6,3.60 L,"					Gas","Transmission, 9-speed automatic",,,,,,,,,2.9,,MacPherson Strut,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",4-Wheel,P245/45R19,P245/45R19,,,,,P245/45R19,T125/70R17,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor","3,840 lbs.",15.80 gal.,100 lbs,"1,000 lbs",,100 lbs,"1,000 lbs",197.50 in.,73.5,57.50 in.,114.40 in.,62.90 in.,63.10 in.,,38.00 ft.,38.40 in.,42.00 in.,57.70 in.,54.80 in.,37.20 in.,38.00 in.,56.60 in.,55.10 in.,,,,
46,35270,Buick,Regal Sportback,2019,4,5,"Transmission, 9-speed automatic",Front Wheel Drive,7.54 sec,24 mpg,250 hp,5400,260 ft-lbs.,,4,2.00 L,"					Gas","Transmission, 9-speed automatic",,,,,,,,,2.89,,MacPherson Strut,4-Link,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",4-Wheel,245/40R19,245/40R19,,,,,245/40R19,T125/70R17,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor","3,840 lbs.",16.30 gal.,,,,,,192.90 in.,73.3,57.30 in.,111.40 in.,62.80 in.,63.00 in.,,,38.80 in.,42.10 in.,56.90 in.,55.20 in.,37.40 in.,36.90 in.,55.40 in.,54.10 in.,,,,
47,29070,Buick,Regal TourX,2019,4,5,"Transmission, 8-speed automatic",All Wheel Drive,6.50 sec,24 mpg,250 hp,5400,295 ft-lbs.,,4,2.00 L,"					Gas","Transmission, 8-speed automatic",,,,,,,,,3.08,,MacPherson Strut,5-Link,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",4-Wheel,P235/50R18,P235/50R18,,,,,P235/50R18,NA,Aluminum,Aluminum,NA,"					Tire Pressure Monitor","3,708 lbs.",16.30 gal.,,,,,,196.30 in.,73.3,58.40 in.,111.40 in.,62.80 in.,63.00 in.,,40.00 ft.,38.80 in.,42.10 in.,56.90 in.,55.20 in.,39.60 in.,36.90 in.,55.40 in.,54.10 in.,,,,
48,41395,Cadillac,ATS Coupe,2019,2,4,"Transmission, 8-speed automatic",All Wheel Drive,5.74 sec,25 mpg,272 hp,5500,295 ft-lbs.,3000,4,2.00 L,"					Gas","Transmission, 8-speed automatic",4.62,3.04,2.07,1.66,1.26,1,0.85,0.66,3.27,3.93,MacPherson Strut,Five-Link,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",4-Wheel,P225/40R18,P255/35R18,,,,,P255/35R18,NA,Aluminum,Aluminum,NA,"					Tire Pressure Monitor","3,418 lbs.",16.00 gal.,,,,,,183.60 in.,72.5,54.80 in.,109.30 in.,60.30 in.,61.70 in.,,38.05 ft.,37.60 in.,42.30 in.,54.10 in.,54.10 in.,35.10 in.,33.50 in.,51.10 in.,44.50 in.,,,,
49,67795,Cadillac,ATS-V Coupe,2019,2,4,"Transmission, 6-speed manual (Upgradeable to (M5U) 8-speed automatic transmission.)",Rear Wheel Drive,4.05 sec,19 mpg,464 hp,5850,445 ft-lbs.,3500,6,3.60 L,"					Gas","Transmission, 6-speed manual (Upgradeable to (M5U) 8-speed automatic transmission.)",3.01,2.07,1.43,1,0.84,0.57,,,3.73,3.28,MacPherson Strut,Independent Five-Link,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",4-Wheel,P255/35ZR18,P275/35ZR18,,,,,P275/35ZR18,NA,Aluminum,Aluminum,NA,"					Tire Pressure Monitor","3,803 lbs.",16.00 gal.,,,,,,184.70 in.,72.5,54.50 in.,109.30 in.,60.50 in.,61.40 in.,,38.38 ft.,37.60 in.,42.30 in.,54.10 in.,54.10 in.,35.10 in.,33.50 in.,51.10 in.,44.50 in.,,,,
50,50495,Cadillac,CT6,2019,4,5,"Transmission, 10-speed automatic",Rear Wheel Drive,,21 mpg,237 hp,,,,4,2.00 L,"					Gas","Transmission, 10-speed automatic",,,,,,,,,,,Independent,Independent,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",4-Wheel,P235/50R18,P235/50R18,,,,,P235/50R18,T135/70R18,Aluminum,Aluminum,- TBD -,,"3,820 lbs.",19.50 gal.,,,,,,204.10 in.,74,58.00 in.,122.40 in.,63.40 in.,64.00 in.,,,40.20 in.,46.40 in.,58.30 in.,55.90 in.,38.06 in.,40.40 in.,56.20 in.,53.50 in.,,,,
51,48995,Cadillac,CTS,2019,4,5,"Transmission, 8-speed automatic",All Wheel Drive,6.30 sec,25 mpg,268 hp,5600,295 ft-lbs.,,4,2.00 L,"					Gas","Transmission, 8-speed automatic",4.62,3.04,2.07,1.66,1.26,1,0.85,0.66,3.27,3.93,MacPherson Strut,Independent Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",Yes,P245/45R17,P245/45R17,,,,,P245/45R17,NA,Aluminum,Aluminum,NA,"					Tire Pressure Monitor","3,814 lbs.",19.00 gal.,100 lbs,"1,000 lbs",,,,195.50 in.,72.2,57.20 in.,114.60 in.,61.40 in.,61.70 in.,,37.10 ft.,40.40 in.,45.70 in.,56.90 in.,53.80 in.,37.50 in.,35.40 in.,54.80 in.,53.30 in.,,,,
52,86995,Cadillac,CTS-V,2019,4,5,"Transmission, 8-speed automatic",Rear Wheel Drive,3.64 sec,16 mpg,640 hp,6400,630 ft-lbs.,3600,8,6.20 L,"					Gas","Transmission, 8-speed automatic",4.56,2.97,2.08,1.69,1.27,1,0.85,0.65,2.85,3.82,MacPherson Strut,Independent Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",4-Wheel,P265/35R19,P295/30ZR19,,,,,P295/30ZR19,NA,Aluminum,Aluminum,NA,"					Tire Pressure Monitor","4,141 lbs.",19.00 gal.,,,,,,197.60 in.,72.2,57.20 in.,114.60 in.,62.10 in.,61.20 in.,,40.30 ft.,40.40 in.,45.70 in.,56.90 in.,53.80 in.,37.50 in.,35.40 in.,54.80 in.,53.30 in.,,,,
